latitude,longitude,measured_on,optical thickness,transmission percent
36.290455,-93.296115,31-05-2019,0.43141627,64.95884503
36.323437,-93.258022,30-05-2019,0.167915289,84.54254486
36.290455,-93.296115,30-05-2019,0.07941582,92.36557698
36.323437,-93.258022,28-05-2019,0.353727418,70.20663117
45.65,-118.78,28-05-2019,0.120591814,88.63956999
36.290455,-93.296115,28-05-2019,0.254539576,77.52733699
36.323437,-93.258022,27-05-2019,0.197098642,82.11096337
36.290455,-93.296115,27-05-2019,0.190069483,82.6901676
36.290455,-93.296115,26-05-2019,0.322911875,72.40376577
45.81672,-118.49085,26-05-2019,0.075564104,92.72202898
36.323437,-93.258022,26-05-2019,0.287788836,74.99199317
36.323437,-93.258022,25-05-2019,0.207362524,81.27249639
45.81672,-118.49085,25-05-2019,0.07828716,92.46988515
36.290455,-93.296115,25-05-2019,0.37269119,68.88779321
39.346,-76.654,24-05-2019,0.048748153,95.24209634
36.323437,-93.258022,24-05-2019,0.130223106,87.78995444
36.290455,-93.296115,24-05-2019,0.146674811,86.3574757
36.94592,-76.598,23-05-2019,0.402658259,66.85405277
36.323437,-93.258022,23-05-2019,0.46053918,63.09433619
36.290455,-93.296115,23-05-2019,0.411702371,66.2521432
45.65,-118.78,23-05-2019,0.215133113,80.64340863
40.7808,-74.602264,22-05-2019,0.172356224,84.16792934
36.323437,-93.258022,22-05-2019,0.219515973,80.29073331
36.290455,-93.296115,22-05-2019,0.181834629,83.37392052
36.323437,-93.258022,20-05-2019,0.502079093,60.52709362
36.290455,-93.296115,20-05-2019,0.58833682,55.52499978
36.323437,-93.258022,19-05-2019,0.052743366,94.86234298
36.290455,-93.296115,19-05-2019,0.061570327,94.02868161
36.290455,-93.296115,17-05-2019,0.724378971,48.46254421
42.645678,-78.541322,16-05-2019,0.100802374,90.41116914
39.346,-76.654,16-05-2019,0.203067054,81.62235083
36.94592,-76.598,16-05-2019,0.111048256,89.48955639
36.290455,-93.296115,16-05-2019,0.124274876,88.31370544
39.346,-76.654,15-05-2019,0.091757408,91.23264456
36.94592,-76.598,15-05-2019,0.09884886,90.58796123
36.290455,-93.296115,14-05-2019,0.335127869,71.52466223
36.290455,-93.296115,13-05-2019,0.146115203,86.40581553
45.65,-118.78,10-05-2019,0.164746843,84.81083812
36.94592,-76.598,09-05-2019,0.100778005,90.41337242
45.65,-118.78,09-05-2019,0.103121662,90.20172253
42.645678,-78.541322,08-05-2019,0.074561694,92.81502111
41.061811,-73.5308,08-05-2019,0.113748764,89.24821513
36.94592,-76.598,07-05-2019,0.105079028,90.02533746
41.061811,-73.5308,07-05-2019,0.387335211,67.88634941
41.061811,-73.5308,06-05-2019,0.111059001,89.48859484
36.323437,-93.258022,05-05-2019,0.151981398,85.90042595
45.81672,-118.49085,05-05-2019,0.076835014,92.60426251
36.323437,-93.258022,05-05-2019,0.115423565,89.09886726
36.290455,-93.296115,05-05-2019,0.129277555,87.8730036
45.81672,-118.49085,05-05-2019,0.079855162,92.32500584
36.323437,-93.258022,04-05-2019,0.122544386,88.46666376
45.81672,-118.49085,04-05-2019,0.090886784,91.31210849
45.65,-118.78,03-05-2019,0.113438127,89.27594324
41.061811,-73.5308,02-05-2019,0.26495166,76.72430377
36.290455,-93.296115,01-05-2019,0.165341854,84.76038976
45.65,-118.78,01-05-2019,0.209904855,81.06613728
45.65,-118.78,30-04-2019,0.089462904,91.44221855
45.65,-118.78,29-04-2019,0.092819935,91.13575891
36.323437,-93.258022,28-04-2019,0.203952273,81.55012914
36.290455,-93.296115,28-04-2019,0.158018687,85.38338262
45.81672,-118.49085,28-04-2019,0.05372073,94.76967331
45.81672,-118.49085,28-04-2019,0.056397839,94.51630385
36.323437,-93.258022,27-04-2019,0.398938513,67.10319599
36.290455,-93.296115,27-04-2019,0.198243673,82.01699753
36.290455,-93.296115,26-04-2019,0.416376356,65.94320425
45.65,-118.78,26-04-2019,0.116713312,88.9840263
36.290455,-93.296115,25-04-2019,0.140601409,86.88355529
38.87449,-121.07341,24-04-2019,0.13992556,86.94229526
40.7808,-74.602264,24-04-2019,0.047018182,95.40700505
36.94592,-76.598,24-04-2019,0.160821488,85.14440503
45.65,-118.78,24-04-2019,0.112418842,89.3669873
40.7808,-74.602264,23-04-2019,0.091213118,91.28231509
36.94592,-76.598,23-04-2019,0.079461905,92.36132042
36.94592,-76.598,22-04-2019,0.125170292,88.23466336
36.290455,-93.296115,22-04-2019,0.14894554,86.16160371
45.81672,-118.49085,21-04-2019,0.061731455,94.01353219
36.323437,-93.258022,21-04-2019,0.068068259,93.41967045
36.290455,-93.296115,21-04-2019,0.069214502,93.3126501
45.81672,-118.49085,21-04-2019,0.059071952,94.2638942
36.323437,-93.258022,20-04-2019,0.102233663,90.28185714
36.290455,-93.296115,20-04-2019,0.093519652,91.072012
36.290455,-93.296115,19-04-2019,0.089272364,91.45964367
41.061811,-73.5308,16-04-2019,0.054151094,94.72889661
36.290455,-93.296115,15-04-2019,0.080597366,92.25650725
45.65,-118.78,15-04-2019,0.061428967,94.04197445
36.290455,-93.296115,14-04-2019,0.064910678,93.71511674
41.061811,-73.5308,12-04-2019,0.411250184,66.28210838
36.290455,-93.296115,12-04-2019,0.316551931,72.86571709
38.567293,-121.501032,12-04-2019,0.038678896,96.20595806
41.061811,-73.5308,10-04-2019,0.049050774,95.21327844
36.290455,-93.296115,10-04-2019,0.424716414,65.39552114
38.567293,-121.501032,10-04-2019,0.118759343,88.80214839
36.290455,-93.296115,09-04-2019,0.143335711,86.64631393
36.94592,-76.598,08-04-2019,0.239333916,78.71519961
36.290455,-93.296115,08-04-2019,1.427248535,23.9968279
41.061811,-73.5308,07-04-2019,0.234824929,79.07092681
36.323437,-93.258022,07-04-2019,0.953364432,38.5442046
36.290455,-93.296115,07-04-2019,0.498040154,60.77205323
36.290455,-93.296115,06-04-2019,0.327171008,72.09604422
36.323437,-93.258022,06-04-2019,0.763694101,46.59420071
36.94592,-76.598,03-04-2019,0.082544486,92.07704754
40.7622,-73.8944,03-04-2019,0.111913463,89.41216286
41.061811,-73.5308,03-04-2019,0.125231124,88.22929596
36.290455,-93.296115,02-04-2019,0.410791325,66.31252946
40.7622,-73.8944,01-04-2019,0.073380891,92.92468209
41.061811,-73.5308,01-04-2019,0.066485964,93.56760486
45.81672,-118.49085,31-03-2019,0.063599176,93.83810501
36.290455,-93.296115,31-03-2019,0.091529201,91.2534669
45.81672,-118.49085,31-03-2019,0.062565447,93.9351583
36.290455,-93.296115,31-03-2019,0.128716433,87.92232489
45.81672,-118.49085,31-03-2019,0.063653782,93.83298102
36.323437,-93.258022,31-03-2019,0.140435155,86.89800125
45.81672,-118.49085,31-03-2019,0.068605297,93.36951392
45.81672,-118.49085,31-03-2019,0.063777491,93.82137373
36.94592,-76.598,28-03-2019,0.067742546,93.45010338
40.7622,-73.8944,28-03-2019,0.184037733,83.19044126
41.061811,-73.5308,27-03-2019,0.221421723,80.13786489
36.290455,-93.296115,27-03-2019,0.173650397,84.05907191
36.94592,-76.598,26-03-2019,0.056236331,94.53157023
41.061811,-73.5308,26-03-2019,0.058643797,94.30426241
36.290455,-93.296115,26-03-2019,0.142464984,86.72179204
42.704682,-83.120032,25-03-2019,0.035789111,96.48437474
41.061811,-73.5308,24-03-2019,0.100443156,90.44365224
45.65,-118.78,22-03-2019,0.115508996,89.09125572
36.290455,-93.296115,22-03-2019,0.107956069,89.76670312
36.323437,-93.258022,22-03-2019,0.121758605,88.53620646
36.290455,-93.296115,21-03-2019,0.069657453,93.27132634
45.65,-118.78,21-03-2019,0.106954269,89.85667642
36.323437,-93.258022,21-03-2019,0.206750572,81.3222465
40.7622,-73.8944,20-03-2019,0.199757286,81.89294947
41.061811,-73.5308,20-03-2019,0.197765731,82.05620628
45.65,-118.78,20-03-2019,0.065672243,93.64377376
39.9435,-74.9635,19-03-2019,0.35108149,70.39263888
39.858758,-77.224844,19-03-2019,0.066631646,93.55397478
45.65,-118.78,19-03-2019,0.084244889,91.92061249
42.704682,-83.120032,19-03-2019,0.132742503,87.56905511
39.8885,-74.8253,19-03-2019,0.093017018,91.11779942
41.061811,-73.5308,19-03-2019,0.142787053,86.69386612
36.323437,-93.258022,19-03-2019,0.406184341,66.61873503
40.7622,-73.8944,18-03-2019,0.106289659,89.91641592
39.8885,-74.8253,18-03-2019,0.136893234,87.20633281
39.8885,-74.8253,18-03-2019,0.112189955,89.38744453
41.061811,-73.5308,18-03-2019,0.077978888,92.49839549
36.323437,-93.258022,18-03-2019,0.104336106,90.09224414
45.65,-118.78,18-03-2019,0.092595218,91.15624093
36.290455,-93.296115,18-03-2019,0.101365362,90.360283
38.87449,-121.07341,18-03-2019,0.050545117,95.07110343
41.061811,-73.5308,17-03-2019,0.058110392,94.35457817
36.290455,-93.296115,17-03-2019,0.104914188,90.04017842
36.323437,-93.258022,17-03-2019,0.08688162,91.67856181
39.8885,-74.8253,17-03-2019,0.333046253,71.6737042
39.9435,-74.9635,17-03-2019,0.07191362,93.06112786
41.061811,-73.5308,16-03-2019,0.27840916,75.69870297
36.290455,-93.296115,16-03-2019,0.065335153,93.67534548
36.519,-119.546,15-03-2019,0.087902439,91.58502236
39.984,-76.1732,14-03-2019,0.141743716,86.78436423
39.984,-76.1732,14-03-2019,0.143465929,86.63503173
38.87449,-121.07341,14-03-2019,0.097954224,90.66904076
41.061811,-73.5308,14-03-2019,0.180512886,83.48419225
45.65,-118.78,14-03-2019,0.055455867,94.6053775
38.87449,-121.07341,13-03-2019,0.341277397,71.08616898
45.65,-118.78,13-03-2019,0.038426757,96.23021844
39.858758,-77.224844,12-03-2019,0.105237987,90.01102821
39.9435,-74.9635,12-03-2019,0.119999735,88.69206718
39.9435,-74.9635,12-03-2019,0.732522859,48.06947342
39.858758,-77.224844,12-03-2019,0.20879264,81.15635036
37.052473,-76.472463,12-03-2019,0.039109548,96.16453566
39.8885,-74.8253,12-03-2019,0.45548116,63.41427705
41.241434,-77.074363,12-03-2019,0.072961271,92.9636833
39.8885,-74.8253,12-03-2019,0.070636666,93.18003852
36.94592,-76.598,12-03-2019,0.049226027,95.19659354
41.061811,-73.5308,12-03-2019,0.836190814,43.3358125
37.052473,-76.472463,12-03-2019,0.04593123,95.51076423
37.052473,-76.472463,12-03-2019,0.03724417,96.3440863
37.052473,-76.472463,12-03-2019,0.040064698,96.07272797
37.052473,-76.472463,12-03-2019,0.04390045,95.7049227
37.052473,-76.472463,12-03-2019,0.040820051,96.00018662
37.052473,-76.472463,12-03-2019,0.087513896,91.620614
37.052473,-76.472463,12-03-2019,0.040910878,95.99146752
37.052473,-76.472463,12-03-2019,0.044905678,95.60876575
37.052473,-76.472463,12-03-2019,0.041250868,95.95883697
37.052473,-76.472463,12-03-2019,0.043653464,95.72856341
37.052473,-76.472463,12-03-2019,0.038348851,96.23771558
37.052473,-76.472463,12-03-2019,0.045461779,95.5556124
37.052473,-76.472463,12-03-2019,0.045462107,95.55558107
37.052473,-76.472463,12-03-2019,0.044229037,95.67348052
37.052473,-76.472463,12-03-2019,0.050043095,95.11884317
37.052473,-76.472463,12-03-2019,0.04207341,95.8799393
37.052473,-76.472463,12-03-2019,0.039780411,96.10004412
37.052473,-76.472463,12-03-2019,0.044303424,95.66636384
37.052473,-76.472463,12-03-2019,0.037400888,96.3289887
37.052473,-76.472463,12-03-2019,0.04279571,95.81071014
37.052473,-76.472463,12-03-2019,0.042991425,95.79196044
37.052473,-76.472463,12-03-2019,0.042751257,95.81496933
37.052473,-76.472463,12-03-2019,0.044455347,95.65183106
37.052473,-76.472463,12-03-2019,0.04212311,95.87517418
37.052473,-76.472463,12-03-2019,0.04496042,95.60353206
37.052473,-76.472463,12-03-2019,0.044226385,95.6737342
40.7808,-74.602264,11-03-2019,0.111455763,89.4530962
36.94592,-76.598,11-03-2019,0.057389129,94.42265719
41.061811,-73.5308,11-03-2019,0.160772435,85.14858177
38.87449,-121.07341,11-03-2019,0.034994423,96.56108018
41.241434,-77.074363,11-03-2019,0.536630244,58.47152841
45.65,-118.78,11-03-2019,0.071627972,93.08771434
41.061811,-73.5308,09-03-2019,0.106231554,89.92164064
41.061811,-73.5308,08-03-2019,0.382269308,68.23112767
38.87449,-121.07341,08-03-2019,2.454790272,8.588120521
45.81672,-118.49085,07-03-2019,0.036357349,96.42956414
45.65,-118.78,07-03-2019,0.036905908,96.37668134
36.94592,-76.598,06-03-2019,0.077435973,92.5486279
41.061811,-73.5308,06-03-2019,0.620448896,53.77030105
40.7808,-74.602264,05-03-2019,0.100528011,90.43597801
39.8885,-74.8253,05-03-2019,0.050724579,95.05404329
40.7622,-73.8944,05-03-2019,0.11697439,88.96079762
36.94592,-76.598,04-03-2019,0.086665542,91.6983737
41.061811,-73.5308,03-03-2019,0.110948285,89.49850316
42.704682,-83.120032,28-02-2019,0.156214126,85.53760125
39.8885,-74.8253,28-02-2019,0.179177923,83.595715
40.7808,-74.602264,28-02-2019,0.034238928,96.63405912
45.81672,-118.49085,28-02-2019,0.043021033,95.78912423
40.7622,-73.8944,28-02-2019,0.080879283,92.23050225
45.81672,-118.49085,28-02-2019,0.042972931,95.79373206
45.81672,-118.49085,28-02-2019,0.041094924,95.97380231
40.7808,-74.602264,26-02-2019,0.066594702,93.55743114
41.061811,-73.5308,26-02-2019,0.065118381,93.69565393
39.9435,-74.9635,25-02-2019,1.126007428,32.43255681
41.66123,-83.61266,25-02-2019,0.056619919,94.49531601
39.8885,-74.8253,25-02-2019,0.067346564,93.48711527
39.8885,-74.8253,25-02-2019,0.071559988,93.0940431
45.81672,-118.49085,23-02-2019,0.056046931,94.54947616
45.81672,-118.49085,23-02-2019,0.061036981,94.07884482
45.81672,-118.49085,23-02-2019,0.061972789,93.99084619
45.81672,-118.49085,23-02-2019,0.057480164,94.41406178
39.8885,-74.8253,21-02-2019,0.214893868,80.66270449
40.7808,-74.602264,21-02-2019,0.054566153,94.68958668
39.9435,-74.9635,19-02-2019,1.525913878,21.74222686
41.061811,-73.5308,19-02-2019,0.140488289,86.89338407
39.8885,-74.8253,19-02-2019,0.489475282,61.29479349
39.8885,-74.8253,19-02-2019,0.084854652,91.86457985
36.519,-119.546,19-02-2019,0.073333595,92.92907717
45.81672,-118.49085,18-02-2019,0.08665458,91.6993789
39.8885,-74.8253,17-02-2019,0.050795834,95.04727052
39.8885,-74.8253,17-02-2019,0.050795834,95.04727052
39.8885,-74.8253,16-02-2019,0.125331443,88.22044533
39.8885,-74.8253,16-02-2019,0.725975634,48.38522757
39.8885,-74.8253,16-02-2019,0.125911803,88.16926058
40.7808,-74.602264,15-02-2019,0.089377231,91.45005304
38.87449,-121.07341,11-02-2019,0.112655539,89.3458369
41.061811,-73.5308,10-02-2019,0.550863726,57.64516992
38.87449,-121.07341,07-02-2019,0.269047442,76.41070043
36.39101,-105.57585,07-02-2019,0.035976195,96.4663257
45.65,-118.78,07-02-2019,0.090819133,91.31828604
36.94592,-76.598,06-02-2019,0.120430091,88.6539062
45.65,-118.78,06-02-2019,0.055291537,94.62092526
39.8885,-74.8253,05-02-2019,0.213917133,80.74152904
36.94592,-76.598,05-02-2019,0.068680592,93.36248397
40.7622,-73.8944,05-02-2019,0.15619125,85.539558
39.9435,-74.9635,04-02-2019,0.040397654,96.04074533
39.858758,-77.224844,04-02-2019,0.084184186,91.92619256
40.7622,-73.8944,04-02-2019,0.101844889,90.31696319
39.8885,-74.8253,04-02-2019,0.079800186,92.33008167
40.7808,-74.602264,04-02-2019,0.053626682,94.77858664
39.8885,-74.8253,04-02-2019,0.074571716,92.81409091
39.984,-76.1732,04-02-2019,0.111878712,89.41527009
39.984,-76.1732,04-02-2019,0.101460727,90.35166625
41.061811,-73.5308,03-02-2019,0.377822885,68.5351876
40.7808,-74.602264,31-01-2019,0.049986859,95.12419244
40.7622,-73.8944,31-01-2019,0.075131823,92.76211969
36.39101,-105.57585,31-01-2019,0.032908434,96.76271575
41.061811,-73.5308,31-01-2019,0.066709988,93.5466458
38.87449,-121.07341,30-01-2019,0.099334035,90.54402086
38.87449,-121.07341,29-01-2019,0.431007591,64.98539778
39.858758,-77.224844,28-01-2019,0.048249642,95.28958744
36.39101,-105.57585,28-01-2019,0.318318596,72.73710141
41.061811,-73.5308,26-01-2019,0.377114775,68.58373525
36.519,-119.546,25-01-2019,0.209248548,81.11935903
41.061811,-73.5308,25-01-2019,0.398170711,67.15473772
45.65,-118.78,25-01-2019,0.042777698,95.81243591
45.65,-118.78,24-01-2019,0.125327953,88.22075326
38.87449,-121.07341,24-01-2019,0.037707864,96.29942253
36.519,-119.546,24-01-2019,0.154908904,85.64931966
38.87449,-121.07341,23-01-2019,0.066569096,93.55982679
40.7808,-74.602264,22-01-2019,0.037621846,96.30770638
41.061811,-73.5308,22-01-2019,0.04248349,95.84062885
36.290455,-93.296115,21-01-2019,1.68381155,18.56649544
36.290455,-93.296115,21-01-2019,1.714243942,18.00998351
45.81672,-118.49085,21-01-2019,0.041272188,95.95679111
36.290455,-93.296115,21-01-2019,0.59281674,55.27680861
36.290455,-93.296115,20-01-2019,0.230282417,79.43092447
36.290455,-93.296115,20-01-2019,0.062150739,93.974122
36.290455,-93.296115,20-01-2019,0.027737769,97.26433906
36.290455,-93.296115,18-01-2019,0.091454371,91.26029564
36.290455,-93.296115,18-01-2019,0.952391942,38.58170669
36.290455,-93.296115,18-01-2019,0.509478033,60.08090992
41.061811,-73.5308,17-01-2019,0.319121778,72.67870371
36.290455,-93.296115,15-01-2019,1.857007761,15.61391377
36.290455,-93.296115,15-01-2019,2.011271288,13.38184447
41.061811,-73.5308,15-01-2019,0.313549447,73.08482395
36.39101,-105.57585,15-01-2019,0.497166185,60.82518931
36.290455,-93.296115,15-01-2019,1.741690137,17.52239976
41.66123,-83.61266,14-01-2019,0.068874627,93.34437017
40.7808,-74.602264,14-01-2019,0.025886552,97.44456324
39.984,-76.1732,14-01-2019,0.030199629,97.02518241
39.984,-76.1732,14-01-2019,0.031442176,96.90469891
39.984,-76.1732,14-01-2019,0.030942174,96.95316358
41.66123,-83.61266,14-01-2019,0.05370079,94.77156305
40.7808,-74.602264,11-01-2019,0.025967703,97.43665585
36.290455,-93.296115,09-01-2019,0.038318177,96.24066761
36.290455,-93.296115,09-01-2019,0.038639277,96.2097697
36.39101,-105.57585,09-01-2019,0.357647454,69.93195741
36.290455,-93.296115,09-01-2019,0.026407186,97.39384346
36.39101,-105.57585,08-01-2019,0.128558262,87.93623272
36.290455,-93.296115,05-01-2019,1.053662504,34.86584449
36.290455,-93.296115,05-01-2019,1.167212912,31.12331677
36.290455,-93.296115,05-01-2019,0.939253639,39.09194936
45.81672,-118.49085,02-01-2019,0.01445837,98.56456504
45.81672,-118.49085,01-01-2019,0.012015916,98.80559864
45.81672,-118.49085,31-12-2018,0.032595343,96.79301603
45.81672,-118.49085,31-12-2018,0.025622024,97.47034342
45.81672,-118.49085,31-12-2018,0.022679578,97.757567
41.061811,-73.5308,23-12-2018,0.064528837,93.75090785
36.290455,-93.296115,22-12-2018,0.035267352,96.53472938
36.290455,-93.296115,22-12-2018,0.435722123,64.67974308
36.290455,-93.296115,22-12-2018,0.49407181,61.01369677
36.39101,-105.57585,19-12-2018,0.288792776,74.91674346
41.061811,-73.5308,18-12-2018,0.244930735,78.2758754
36.290455,-93.296115,17-12-2018,0.769748654,46.31294593
36.290455,-93.296115,17-12-2018,1.585652716,20.4814064
41.061811,-73.5308,17-12-2018,0.143017255,86.67391132
45.65,-118.78,17-12-2018,0.027429342,97.29434265
38.87449,-121.07341,17-12-2018,0.035886025,96.47502444
36.290455,-93.296115,17-12-2018,0.665308956,51.41146643
45.81672,-118.49085,15-12-2018,0.021062944,97.91573302
45.81672,-118.49085,15-12-2018,0.031717643,96.87800853
36.519,-119.546,13-12-2018,0.181122887,83.43328234
38.87449,-121.07341,12-12-2018,0.068568266,93.37297162
38.87449,-121.07341,12-12-2018,0.055655305,94.58651151
36.290455,-93.296115,12-12-2018,0.088272122,91.55117121
36.290455,-93.296115,12-12-2018,0.122796945,88.44432347
36.290455,-93.296115,12-12-2018,0.178720763,83.6339404
36.290455,-93.296115,11-12-2018,1.039772943,35.35349454
36.94592,-76.598,11-12-2018,0.108025117,89.76050513
39.346,-76.654,11-12-2018,0.071147495,93.13245167
40.7808,-74.602264,11-12-2018,0.080574521,92.25861491
36.290455,-93.296115,11-12-2018,1.251770314,28.59980421
36.290455,-93.296115,11-12-2018,1.206469349,29.92519709
39.346,-76.654,07-12-2018,0.053276452,94.81178667
38.87449,-121.07341,06-12-2018,0.068568266,93.37297162
41.061811,-73.5308,06-12-2018,0.229472016,79.4953214
45.65,-118.78,06-12-2018,0.050338636,95.09073587
36.94592,-76.598,04-12-2018,0.026416776,97.39290944
41.061811,-73.5308,04-12-2018,0.043150388,95.77673422
45.65,-118.78,04-12-2018,0.034697248,96.58977998
39.346,-76.654,03-12-2018,0.030909541,96.95632744
39.346,-76.654,03-12-2018,0.031257846,96.92256303
45.65,-118.78,03-12-2018,0.042806751,95.80965231
41.061811,-73.5308,01-12-2018,0.145733313,86.43881936
38.87449,-121.07341,30-11-2018,0.083556858,91.98387846
41.061811,-73.5308,29-11-2018,0.031136531,96.93432189
38.87449,-121.07341,28-11-2018,0.10255675,90.25269298
36.94592,-76.598,28-11-2018,0.048407444,95.27455178
29.971453,-98.373779,26-11-2018,0.0277,97.26801271
36.519,-119.546,26-11-2018,0.459580347,63.15486213
45.81672,-118.49085,25-11-2018,0.021771106,97.84641739
45.81672,-118.49085,25-11-2018,0.020849215,97.9366627
45.81672,-118.49085,25-11-2018,0.029478556,97.09516987
45.81672,-118.49085,24-11-2018,0.040504451,96.03048906
45.81672,-118.49085,24-11-2018,0.035530054,96.50937288
45.81672,-118.49085,24-11-2018,0.032058381,96.84500412
45.81672,-118.49085,23-11-2018,0.02263108,97.76230818
45.81672,-118.49085,22-11-2018,0.047789269,95.33346629
41.66123,-83.61266,20-11-2018,0.051614902,94.96945218
29.971453,-98.373779,20-11-2018,0.2867,75.07369161
41.061811,-73.5308,19-11-2018,0.228359389,79.58381928
45.65,-118.78,19-11-2018,0.126211946,88.14280116
45.81672,-118.49085,18-11-2018,0.092539468,91.16132307
45.81672,-118.49085,18-11-2018,0.155131081,85.63029253
45.81672,-118.49085,18-11-2018,0.083192837,92.01736863
45.81672,-118.49085,18-11-2018,0.068747469,93.35624041
45.81672,-118.49085,17-11-2018,0.114524746,89.17898699
45.81672,-118.49085,17-11-2018,0.089401053,91.44787456
45.81672,-118.49085,17-11-2018,0.102235148,90.28172314
45.81672,-118.49085,17-11-2018,0.114936583,89.14226736
45.81672,-118.49085,17-11-2018,0.106726294,89.87716388
41.061811,-73.5308,16-11-2018,0.03133671,96.91491957
29.971453,-98.373779,15-11-2018,0.038,96.27129409
36.519,-119.546,15-11-2018,0.467354173,62.6658106
29.971453,-98.373779,14-11-2018,0.0528,94.85697075
41.061811,-73.5308,14-11-2018,0.344268084,70.87389014
38.87449,-121.07341,14-11-2018,1.132303312,32.22900663
29.971453,-98.373779,13-11-2018,0.0642,93.78174173
45.81672,-118.49085,11-11-2018,0.108371001,89.72946375
45.81672,-118.49085,11-11-2018,0.10393329,90.128542
45.81672,-118.49085,11-11-2018,0.105648105,89.97412064
41.061811,-73.5308,10-11-2018,0.050255588,95.09863324
45.81672,-118.49085,10-11-2018,0.062053782,93.98323398
38.87449,-121.07341,08-11-2018,0.017755004,98.24016869
39.346,-76.654,08-11-2018,0.044273645,95.66921276
39.346,-76.654,08-11-2018,0.044467532,95.65066558
39.984,-76.1732,08-11-2018,0.077100743,92.57965816
45.65,-118.78,08-11-2018,0.05662487,94.49484819
41.061811,-73.5308,08-11-2018,0.056014104,94.55257998
36.519,-119.546,08-11-2018,0.222989832,80.01229846
36.94592,-76.598,07-11-2018,0.047885267,95.32431496
41.061811,-73.5308,07-11-2018,0.072216829,93.03291513
29.971453,-98.373779,07-11-2018,0.2353,79.03337139
45.65,-118.78,07-11-2018,0.228308305,79.58788486
38.87449,-121.07341,06-11-2018,0.029740484,97.06974123
29.971453,-98.373779,06-11-2018,0.1414,86.81419854
38.87449,-121.07341,05-11-2018,0.025381905,97.49375076
36.519,-119.546,05-11-2018,0.07371792,92.89336904
39.858758,-77.224844,04-11-2018,0.051784309,94.95336504
45.81672,-118.49085,04-11-2018,0.027723026,97.26577308
45.81672,-118.49085,04-11-2018,0.048537264,95.26218402
45.81672,-118.49085,04-11-2018,0.05269493,94.86693794
29.971453,-98.373779,02-11-2018,0.0365,96.41580939
45.65,-118.78,02-11-2018,0.052523268,94.88322435
36.519,-119.546,02-11-2018,0.161480351,85.08832506
39.858758,-77.224844,01-11-2018,0.090985871,91.3030611
39.346,-76.654,01-11-2018,0.083715068,91.96932689
39.346,-76.654,01-11-2018,0.087145642,91.65435985
41.061811,-73.5308,01-11-2018,0.267541499,76.52585721
40.7622,-73.8944,01-11-2018,0.163844562,84.88739589
36.94592,-76.598,31-10-2018,0.045499506,95.55200749
39.858758,-77.224844,31-10-2018,0.099886128,90.49404594
41.061811,-73.5308,31-10-2018,0.124489634,88.29474142
40.7808,-74.602264,31-10-2018,0.05471733,94.67527286
38.87449,-121.07341,31-10-2018,0.18514104,83.0987073
39.858758,-77.224844,30-10-2018,0.063283034,93.8677758
39.346,-76.654,30-10-2018,0.04390045,95.7049227
39.346,-76.654,30-10-2018,0.042426228,95.84611701
36.94592,-76.598,30-10-2018,0.061037031,94.07884006
40.7622,-73.8944,30-10-2018,0.043991652,95.69619464
41.061811,-73.5308,30-10-2018,0.035150272,96.54603233
45.65,-118.78,30-10-2018,0.05736599,94.42484205
39.858758,-77.224844,29-10-2018,0.052621565,94.87389802
39.346,-76.654,29-10-2018,0.042799386,95.81035801
39.346,-76.654,29-10-2018,0.042243031,95.86367735
36.94592,-76.598,29-10-2018,0.03347774,96.70764381
41.66123,-83.61266,29-10-2018,0.052907854,94.84674063
45.65,-118.78,29-10-2018,0.122879025,88.43706426
36.519,-119.546,29-10-2018,0.144582756,86.53832935
45.81672,-118.49085,27-10-2018,0.051085504,95.01974218
45.81672,-118.49085,27-10-2018,0.05758076,94.40456462
43.637,-72.23,26-10-2018,0.032665031,96.78627089
29.971453,-98.373779,26-10-2018,-0.0538,101
39.858758,-77.224844,25-10-2018,0.05528564,94.62148329
39.346,-76.654,25-10-2018,0.051957301,94.93694031
39.346,-76.654,25-10-2018,0.050634315,95.06262365
36.94592,-76.598,25-10-2018,0.052765678,94.86022649
40.7808,-74.602264,25-10-2018,0.030757496,96.9710703
40.7622,-73.8944,25-10-2018,0.045762141,95.52691543
41.061811,-73.5308,25-10-2018,0.048268527,95.28778789
36.519,-119.546,25-10-2018,0.164748738,84.81067745
38.87449,-121.07341,24-10-2018,0.052004941,94.93241761
36.94592,-76.598,24-10-2018,0.048565003,95.25954154
41.061811,-73.5308,24-10-2018,0.073506438,92.91301638
41.66123,-83.61266,24-10-2018,0.03269395,96.78347203
39.858758,-77.224844,23-10-2018,0.087000833,91.66763324
39.346,-76.654,23-10-2018,0.119242495,88.75925378
39.346,-76.654,23-10-2018,0.117400958,88.92285783
36.94592,-76.598,23-10-2018,0.11521338,89.11759647
40.7808,-74.602264,23-10-2018,0.086611117,91.70336447
41.66123,-83.61266,23-10-2018,0.061105529,94.07239613
41.061811,-73.5308,23-10-2018,0.158337113,85.35619868
45.65,-118.78,23-10-2018,0.18606511,83.02195378
36.519,-119.546,22-10-2018,0.135660182,87.31392905
39.858758,-77.224844,22-10-2018,0.069460179,93.28972816
36.94592,-76.598,22-10-2018,0.036500075,96.41580213
45.65,-118.78,22-10-2018,0.172829413,84.12811145
41.061811,-73.5308,21-10-2018,0.540890831,58.22293532
45.81672,-118.49085,21-10-2018,0.155365782,85.61019734
