latitude,longitude,measured_on,depth level (cm),maximum temp (deg C),minimum temp (deg C),average temp (deg C)
42.3754,-92.3011,01-05-2004,5,26.1,7.2,17.1
42.3754,-92.3011,01-05-2004,10,23.9,8.3,16.8
42.3754,-92.3011,01-05-2004,50,15.6,12.2,13.9
42.3754,-92.3011,01-06-2004,5,31.1,11.7,22.1
42.3754,-92.3011,01-06-2004,10,28.9,13.3,21.7
42.3754,-92.3011,01-06-2004,50,20,14.4,17.9
42.3754,-92.3011,01-07-2004,5,33.9,14.4,23.1
42.3754,-92.3011,01-07-2004,10,31.1,15.6,22.7
42.3754,-92.3011,01-07-2004,50,20.6,18.3,19.3
42.3754,-92.3011,01-08-2004,5,24.4,11.7,18.5
42.3754,-92.3011,01-08-2004,10,23.9,12.8,18.6
42.3754,-92.3011,01-08-2004,50,19.4,16.1,17.6
42.3754,-92.3011,01-09-2004,5,25.6,11.1,19.5
42.3754,-92.3011,01-09-2004,10,24.4,12.8,19.4
42.3754,-92.3011,01-09-2004,50,18.9,17.2,18
42.3754,-92.3011,01-10-2004,5,18.9,3.3,11.4
42.3754,-92.3011,01-10-2004,10,18.3,4.4,11.6
42.3754,-92.3011,01-10-2004,50,17.2,11.1,13.2
42.3754,-92.3011,01-11-2004,5,13.3,0.6,5.7
42.3754,-92.3011,01-11-2004,10,12.8,1.7,6
42.3754,-92.3011,01-11-2004,50,12.8,6.1,9
42.3754,-92.3011,01-12-2004,5,5.6,-7.8,-0.4
42.3754,-92.3011,01-12-2004,10,5.6,-6.1,0.2
42.3754,-92.3011,01-12-2004,50,6.1,1.7,4
42.3754,-92.3011,01-01-2005,5,-0.6,-3.3,-1.5
42.3754,-92.3011,01-01-2005,10,0,-2.2,-1.1
42.3754,-92.3011,01-01-2005,50,1.7,1.1,1.5
42.3754,-92.3011,01-02-2005,5,0,-3.9,-0.7
42.3754,-92.3011,01-02-2005,10,0,-2.8,-0.3
42.3754,-92.3011,01-02-2005,50,1.1,1.1,1.1
42.3754,-92.3011,01-03-2005,5,12.8,-2.2,1.8
42.3754,-92.3011,01-03-2005,10,11.1,-1.1,1.8
42.3754,-92.3011,01-03-2005,50,5.6,1.1,2.2
42.3754,-92.3011,01-04-2005,5,18.9,2.8,11.4
42.3754,-92.3011,01-04-2005,10,17.8,3.9,11.1
42.3754,-92.3011,01-04-2005,50,11.1,5.6,9
42.3754,-92.3011,01-05-2005,5,25,2.2,14.3
42.3754,-92.3011,01-05-2005,10,23.3,3.3,14
42.3754,-92.3011,01-05-2005,50,13.9,7.8,11.7
42.3754,-92.3011,01-06-2005,5,34.4,15.6,23.6
42.3754,-92.3011,01-06-2005,10,31.7,16.1,23.1
42.3754,-92.3011,01-06-2005,50,22.8,13.9,18.4
42.3754,-92.3011,01-07-2005,5,34.4,16.7,25.1
42.3754,-92.3011,01-07-2005,10,31.7,18.3,24.7
42.3754,-92.3011,01-07-2005,50,22.8,20,21.4
42.3754,-92.3011,01-08-2005,5,31.1,16.1,23.4
42.3754,-92.3011,01-08-2005,10,28.9,17.2,23
42.3754,-92.3011,01-08-2005,50,22.2,19.4,20.8
42.3754,-92.3011,01-09-2005,5,27.8,8.9,20.5
42.3754,-92.3011,01-09-2005,10,25.6,10.6,20.3
42.3754,-92.3011,01-09-2005,50,20.6,16.1,19.2
42.3754,-92.3011,01-10-2005,5,23.9,3.9,12.2
42.3754,-92.3011,01-10-2005,10,22.8,5,12.3
42.3754,-92.3011,01-10-2005,50,18.3,10.6,14
42.3717,-92.2916,01-06-2004,5,32.8,11.7,22.6
42.3717,-92.2916,01-06-2004,10,30,12.8,21.9
42.3717,-92.2916,01-06-2004,50,21.1,15.6,18.8
42.3717,-92.2916,01-07-2004,5,35,14.4,25
42.3717,-92.2916,01-07-2004,10,32.2,15.6,24.3
42.3717,-92.2916,01-07-2004,50,23.3,18.3,21
42.3717,-92.2916,01-10-2004,5,22.8,1.1,12.6
42.3717,-92.2916,01-10-2004,10,20.6,2.8,12.2
42.3717,-92.2916,01-10-2004,50,17.8,8.9,12.6
42.3717,-92.2916,01-11-2004,5,16.1,-0.6,5.9
42.3717,-92.2916,01-11-2004,10,14.4,0.6,5.9
42.3717,-92.2916,01-11-2004,50,11.7,3.9,7.4
42.3717,-92.2916,01-12-2004,5,6.1,-7.8,-0.4
42.3717,-92.2916,01-12-2004,10,5.6,-6.7,-0.2
42.3717,-92.2916,01-12-2004,50,4.4,0,2
42.3717,-92.2916,01-01-2005,5,1.1,-2.2,-0.8
42.3717,-92.2916,01-01-2005,10,0,-1.7,-0.7
42.3717,-92.2916,01-01-2005,50,0.6,0,0
42.3717,-92.2916,01-02-2005,5,6.1,-5,0.1
42.3717,-92.2916,01-02-2005,10,2.2,-3.3,-0.1
42.3717,-92.2916,01-02-2005,50,0.6,0,0.4
42.3717,-92.2916,01-03-2005,5,16.1,-2.2,3.2
42.3717,-92.2916,01-03-2005,10,13.9,-0.6,2.6
42.3717,-92.2916,01-03-2005,50,7.8,0.6,2
42.3717,-92.2916,01-04-2005,5,24.4,2.2,13.3
42.3717,-92.2916,01-04-2005,10,21.7,3.9,12.7
42.3717,-92.2916,01-04-2005,50,13.9,6.7,10.8
42.3717,-92.2916,01-05-2005,5,30,1.7,16.1
42.3717,-92.2916,01-05-2005,10,26.1,2.8,15.4
42.3717,-92.2916,01-05-2005,50,16.7,7.2,13.3
42.3717,-92.2916,01-06-2005,5,38.3,15,25.5
42.3717,-92.2916,01-06-2005,10,35,16.7,24.6
42.3717,-92.2916,01-06-2005,50,26.1,16.1,21.1
42.3717,-92.2916,01-07-2005,5,41.7,18.3,29
42.3717,-92.2916,01-07-2005,10,38.3,19.4,28.2
42.3717,-92.2916,01-07-2005,50,28.9,21.7,25
42.3717,-92.2916,01-08-2005,5,38.3,16.7,27.1
42.3717,-92.2916,01-08-2005,10,35,18.3,26.4
42.3717,-92.2916,01-08-2005,50,26.7,22.2,24.1
42.3717,-92.2916,01-09-2005,5,33.9,7.2,23.2
42.3717,-92.2916,01-09-2005,10,31.1,9.4,22.7
42.3717,-92.2916,01-09-2005,50,23.9,15.6,21.7
42.3717,-92.2916,01-10-2005,5,30,2.2,13.7
42.3717,-92.2916,01-10-2005,10,27.2,3.9,13.3
42.3717,-92.2916,01-10-2005,50,20.6,9.4,14.1
42.6069,-92.3352,01-05-2004,5,28.3,7.2,17.9
42.6069,-92.3352,01-05-2004,10,25.6,8.9,17.2
42.6069,-92.3352,01-05-2004,50,16.7,11.7,14.5
42.6069,-92.3352,01-06-2004,5,32.2,13.9,22.6
42.6069,-92.3352,01-06-2004,10,29.4,15,22
42.6069,-92.3352,01-06-2004,50,20.6,15.6,18.8
42.6069,-92.3352,01-07-2004,5,32.8,15.6,23.7
42.6069,-92.3352,01-07-2004,10,30,16.7,23.3
42.6069,-92.3352,01-07-2004,50,22.2,18.9,20.6
42.6069,-92.3352,01-08-2004,5,26.1,12.2,19.4
42.6069,-92.3352,01-08-2004,10,25.6,13.9,19.6
42.6069,-92.3352,01-08-2004,50,21.1,17.2,19.2
42.6069,-92.3352,01-09-2004,5,23.3,13.3,18.8
42.6069,-92.3352,01-09-2004,10,22.8,15,18.9
42.6069,-92.3352,01-09-2004,50,19.4,17.8,18.6
42.6069,-92.3352,01-10-2004,5,18.3,3.9,11.4
42.6069,-92.3352,01-10-2004,10,17.8,5,11.6
42.6069,-92.3352,01-10-2004,50,17.8,11.1,13.3
42.6069,-92.3352,01-11-2004,5,12.8,1.1,6
42.6069,-92.3352,01-11-2004,10,11.7,1.7,6.4
42.6069,-92.3352,01-11-2004,50,12.8,5,8.8
42.6069,-92.3352,01-12-2004,5,5,-3.3,0.7
42.6069,-92.3352,01-12-2004,10,4.4,-2.2,1.2
42.6069,-92.3352,01-12-2004,50,5,2.2,4
42.6069,-92.3352,01-02-2005,5,0,-3.3,-0.5
42.6069,-92.3352,01-02-2005,10,0,-2.2,-0.3
42.6069,-92.3352,01-02-2005,50,0.6,0,0.6
42.6069,-92.3352,01-03-2005,5,11.7,-2.8,1.1
42.6069,-92.3352,01-03-2005,10,10.6,-1.7,0.9
42.6069,-92.3352,01-03-2005,50,5.6,0.6,1.1
42.6069,-92.3352,01-04-2005,5,17.8,2.8,11.2
42.6069,-92.3352,01-04-2005,10,16.1,3.9,10.9
42.6069,-92.3352,01-04-2005,50,11.7,5.6,9.3
42.6069,-92.3352,01-05-2005,5,25.6,3.3,14.1
42.6069,-92.3352,01-05-2005,10,22.8,4.4,13.6
42.6069,-92.3352,01-05-2005,50,15,7.8,11.8
42.6069,-92.3352,01-06-2005,5,35.6,16.1,24.7
42.6069,-92.3352,01-06-2005,10,33.3,17.2,24
42.6069,-92.3352,01-06-2005,50,23.9,15,19.8
42.6069,-92.3352,01-07-2005,5,28.3,18.3,23.7
42.6069,-92.3352,01-07-2005,10,27.2,18.3,23.4
42.6069,-92.3352,01-07-2005,50,22.2,20,21.2
42.5961,-92.3329,01-05-2004,5,28.3,6.7,17.8
42.5961,-92.3329,01-05-2004,10,26.7,7.2,17.1
42.5961,-92.3329,01-05-2004,50,16.1,11.1,13.7
42.5961,-92.3329,01-06-2004,5,32.2,12.2,22.9
42.5961,-92.3329,01-06-2004,10,30,12.8,22.2
42.5961,-92.3329,01-06-2004,50,20,15,18
42.5961,-92.3329,01-07-2004,5,33.9,14.4,25.1
42.5961,-92.3329,01-07-2004,10,32.2,15,24.5
42.5961,-92.3329,01-07-2004,50,21.7,18.3,20.1
42.5961,-92.3329,01-08-2004,5,32.8,13.3,22.9
42.5961,-92.3329,01-08-2004,10,31.1,13.9,22.3
42.5961,-92.3329,01-08-2004,50,20.6,17.2,18.9
42.5961,-92.3329,01-09-2004,5,31.7,12.2,22.4
42.5961,-92.3329,01-09-2004,10,30,12.8,21.8
42.5961,-92.3329,01-09-2004,50,20,17.2,18.6
42.5961,-92.3329,01-10-2004,5,21.1,2.2,12.1
42.5961,-92.3329,01-10-2004,10,20,2.8,11.8
42.5961,-92.3329,01-10-2004,50,17.2,10,12.7
42.5961,-92.3329,01-02-2005,5,0,-3.3,-0.4
42.5961,-92.3329,01-02-2005,10,0,-2.8,-0.5
42.5961,-92.3329,01-02-2005,50,0.6,-0.6,-0.1
42.5961,-92.3329,01-03-2005,5,13.3,-2.8,1.4
42.5961,-92.3329,01-03-2005,10,12.2,-2.8,1
42.5961,-92.3329,01-03-2005,50,5,0.6,0.9
42.5961,-92.3329,01-04-2005,5,19.4,2.8,11.8
42.5961,-92.3329,01-04-2005,10,18.3,2.8,11.4
42.5961,-92.3329,01-04-2005,50,11.7,5,9.2
42.5961,-92.3329,01-05-2005,5,27.2,2.8,14.7
42.5961,-92.3329,01-05-2005,10,25.6,3.3,14.2
42.5961,-92.3329,01-05-2005,50,15,7.2,11.5
42.5961,-92.3329,01-06-2005,5,35.6,16.1,24.7
42.5961,-92.3329,01-06-2005,10,34.4,16.1,24.3
42.5961,-92.3329,01-06-2005,50,23.3,15,19.3
42.5961,-92.3329,01-07-2005,5,37.8,19.4,28.2
42.5961,-92.3329,01-07-2005,10,36.1,20,27.6
42.5961,-92.3329,01-07-2005,50,25,21.1,22.9
42.5961,-92.3329,01-08-2005,5,35.6,17.8,25.7
42.5961,-92.3329,01-08-2005,10,33.3,18.3,25
42.5961,-92.3329,01-08-2005,50,23.9,20,22
42.5961,-92.3329,01-09-2005,5,29.4,9.4,20.7
42.5961,-92.3329,01-09-2005,10,27.8,10,20.3
42.5961,-92.3329,01-09-2005,50,21.1,15.6,19.3
42.4109,-92.118,01-06-2004,5,33.3,12.8,21.7
42.4109,-92.118,01-06-2004,10,28.9,13.9,20.7
42.4109,-92.118,01-06-2004,50,21.1,15.6,18.5
42.4109,-92.118,01-07-2004,5,25,15.6,20.3
42.4109,-92.118,01-07-2004,10,23.3,16.1,19.8
42.4109,-92.118,01-07-2004,50,20,17.2,18.6
42.4109,-92.118,01-08-2004,5,23.3,12.8,17.9
42.4109,-92.118,01-08-2004,10,21.7,13.9,17.6
42.4109,-92.118,01-08-2004,50,19.4,15.6,17.3
42.4109,-92.118,01-09-2004,5,22.2,11.1,17.9
42.4109,-92.118,01-09-2004,10,21.1,12.2,17.5
42.4109,-92.118,01-09-2004,50,18.3,15,17.1
42.4109,-92.118,01-10-2004,5,16.7,3.9,10.7
42.4109,-92.118,01-10-2004,10,15.6,5,10.6
42.4109,-92.118,01-10-2004,50,15,10,12
42.4109,-92.118,01-11-2004,5,12.2,1.7,6.2
42.4109,-92.118,01-11-2004,10,11.1,2.2,6.3
42.4109,-92.118,01-11-2004,50,12.2,5.6,8.4
42.4109,-92.118,01-12-2004,5,5,-3.9,0.5
42.4109,-92.118,01-12-2004,10,4.4,-2.8,0.9
42.4109,-92.118,01-12-2004,50,5.6,1.1,3.5
42.4109,-92.118,01-01-2005,5,0,-2.2,-0.8
42.4109,-92.118,01-01-2005,10,-0.6,-1.7,-0.8
42.4109,-92.118,01-01-2005,50,1.1,1.1,1.1
42.4109,-92.118,01-02-2005,5,0,-0.6,-0.1
42.4109,-92.118,01-02-2005,10,0,-0.6,-0.1
42.4109,-92.118,01-02-2005,50,1.1,0.6,1
42.4109,-92.118,01-03-2005,5,10.6,-1.1,1.4
42.4109,-92.118,01-03-2005,10,8.9,0,1.2
42.4109,-92.118,01-03-2005,50,5.6,1.1,1.6
42.4109,-92.118,01-04-2005,5,16.7,3.3,10.4
42.4109,-92.118,01-04-2005,10,15,3.9,9.7
42.4109,-92.118,01-04-2005,50,11.1,5,8.6
42.4109,-92.118,01-05-2005,5,21.1,3.3,13.3
42.4109,-92.118,01-05-2005,10,18.3,4.4,12.6
42.4109,-92.118,01-05-2005,50,13.9,7.2,11.2
42.4109,-92.118,01-06-2005,5,30.6,15,22.1
42.4109,-92.118,01-06-2005,10,27.8,15,21.2
42.4109,-92.118,01-06-2005,50,21.7,13.9,18.2
42.4109,-92.118,01-07-2005,5,31.1,18.3,24.6
42.4109,-92.118,01-07-2005,10,28.3,19.4,23.6
42.4109,-92.118,01-07-2005,50,23.3,20,21.5
42.4109,-92.118,01-08-2005,5,29.4,16.7,22.5
42.4109,-92.118,01-08-2005,10,26.7,17.2,21.7
42.4109,-92.118,01-08-2005,50,22.2,18.9,20.8
42.4109,-92.118,01-09-2005,5,23.9,11.7,19.2
42.4109,-92.118,01-09-2005,10,22.2,12.2,18.8
42.4109,-92.118,01-09-2005,50,20,15.6,18.7
42.4109,-92.118,01-10-2005,5,22.2,6.7,12.1
42.4109,-92.118,01-10-2005,10,20.6,7.2,11.9
42.4109,-92.118,01-10-2005,50,17.8,10.6,13.7
42.3952,-92.1153,01-06-2004,5,30,12.8,21.6
42.3952,-92.1153,01-06-2004,10,26.7,14.4,20.8
42.3952,-92.1153,01-06-2004,50,20.6,15,18.5
42.3952,-92.1153,01-07-2004,5,28.9,15,22.1
42.3952,-92.1153,01-07-2004,10,25,16.7,21.3
42.3952,-92.1153,01-07-2004,50,20.6,18.3,19.5
42.3952,-92.1153,01-08-2004,5,23.3,12.8,18.1
42.3952,-92.1153,01-08-2004,10,21.7,13.9,17.9
42.3952,-92.1153,01-08-2004,50,19.4,16.1,17.6
42.3952,-92.1153,01-09-2004,5,23.3,11.1,18.7
42.3952,-92.1153,01-09-2004,10,21.7,12.8,18.3
42.3952,-92.1153,01-09-2004,50,19.4,15.6,17.9
42.3952,-92.1153,01-10-2004,5,18.3,3.9,10.6
42.3952,-92.1153,01-10-2004,10,16.7,5.6,10.8
42.3952,-92.1153,01-10-2004,50,15.6,10,12.6
42.3952,-92.1153,01-11-2004,5,11.7,0,4.6
42.3952,-92.1153,01-11-2004,10,10,1.7,5.1
42.3952,-92.1153,01-11-2004,50,10.6,5,7.8
42.3952,-92.1153,01-01-2005,5,0,-1.7,-0.8
42.3952,-92.1153,01-01-2005,10,0,-1.1,-0.4
42.3952,-92.1153,01-01-2005,50,1.1,1.1,1.1
42.3952,-92.1153,01-02-2005,5,0,-1.7,-0.2
42.3952,-92.1153,01-02-2005,10,0,-0.6,0
42.3952,-92.1153,01-02-2005,50,1.1,0.6,1.1
42.3952,-92.1153,01-03-2005,5,12.8,-1.7,1.7
42.3952,-92.1153,01-03-2005,10,10,-0.6,1.8
42.3952,-92.1153,01-03-2005,50,6.1,1.1,2.1
42.3952,-92.1153,01-04-2005,5,18.3,2.8,11.1
42.3952,-92.1153,01-04-2005,10,16.1,4.4,10.5
42.3952,-92.1153,01-04-2005,50,12.2,5.6,9.2
42.3952,-92.1153,01-05-2005,5,22.8,2.2,14
42.3952,-92.1153,01-05-2005,10,19.4,3.9,13.3
42.3952,-92.1153,01-05-2005,50,14.4,7.2,11.7
42.3952,-92.1153,01-06-2005,5,33.3,15,23.2
42.3952,-92.1153,01-06-2005,10,30,15.6,22.2
42.3952,-92.1153,01-06-2005,50,23.3,14.4,19
42.3952,-92.1153,01-07-2005,5,32.8,17.8,25.1
42.3952,-92.1153,01-07-2005,10,29.4,19.4,24.2
42.3952,-92.1153,01-07-2005,50,23.9,20.6,22.2
42.3952,-92.1153,01-08-2005,5,27.8,16.7,21.8
42.3952,-92.1153,01-08-2005,10,25,17.8,21.5
42.3952,-92.1153,01-08-2005,50,22.2,19.4,20.8
42.3952,-92.1153,01-09-2005,5,26.1,11.1,20
42.3952,-92.1153,01-09-2005,10,23.9,12.8,19.5
42.3952,-92.1153,01-09-2005,50,20.6,16.1,19.1
42.3952,-92.1153,01-10-2005,5,23.9,5,12.6
42.3952,-92.1153,01-10-2005,10,21.7,6.7,12.8
42.3952,-92.1153,01-10-2005,50,18.9,10.6,14.2
42.4727,-92.4177,01-05-2004,5,26.7,7.8,18.6
42.4727,-92.4177,01-05-2004,10,23.9,9.4,17.5
42.4727,-92.4177,01-05-2004,50,17.2,12.8,14.9
42.4727,-92.4177,01-06-2004,5,30.6,12.2,21.9
42.4727,-92.4177,01-06-2004,10,27.2,13.9,21.2
42.4727,-92.4177,01-06-2004,50,20.6,16.1,18.6
42.4727,-92.4177,01-07-2004,5,33.3,15,24.6
42.4727,-92.4177,01-07-2004,10,29.4,16.1,23.4
42.4727,-92.4177,01-07-2004,50,21.7,18.3,20.3
42.4727,-92.4177,01-08-2004,5,32.2,13.9,22.3
42.4727,-92.4177,01-08-2004,10,28.3,15.6,21.4
42.4727,-92.4177,01-08-2004,50,21.7,18.3,19.7
42.4727,-92.4177,01-09-2004,5,30,11.1,21.4
42.4727,-92.4177,01-09-2004,10,26.7,13.3,20.7
42.4727,-92.4177,01-09-2004,50,20.6,17.2,19.1
42.4727,-92.4177,01-10-2004,5,21.1,4.4,12.9
42.4727,-92.4177,01-10-2004,10,18.9,6.7,12.8
42.4727,-92.4177,01-10-2004,50,17.2,11.7,13.8
42.4727,-92.4177,01-11-2004,5,13.9,1.1,7.2
42.4727,-92.4177,01-11-2004,10,12.8,2.8,7.4
42.4727,-92.4177,01-11-2004,50,12.8,6.1,9.4
42.4727,-92.4177,01-12-2004,5,6.7,-5,0.8
42.4727,-92.4177,01-12-2004,10,6.1,-3.3,1.4
42.4727,-92.4177,01-12-2004,50,6.1,1.7,3.9
42.4727,-92.4177,01-01-2005,5,0,-1.1,-0.2
42.4727,-92.4177,01-01-2005,10,0.6,0,0
42.4727,-92.4177,01-01-2005,50,1.7,1.1,1.6
42.4727,-92.4177,01-02-2005,5,6.1,0,0.5
42.4727,-92.4177,01-02-2005,10,3.9,0,0.7
42.4727,-92.4177,01-02-2005,50,2.2,1.1,1.5
42.4727,-92.4177,01-03-2005,5,13.3,0,3.4
42.4727,-92.4177,01-03-2005,10,11.1,0.6,3
42.4727,-92.4177,01-03-2005,50,6.7,1.7,2.7
42.4727,-92.4177,01-04-2005,5,20,3.3,12.4
42.4727,-92.4177,01-04-2005,10,17.2,4.4,11.6
42.4727,-92.4177,01-04-2005,50,12.8,6.1,9.9
42.4727,-92.4177,01-05-2005,5,25.6,3.3,14.3
42.4727,-92.4177,01-05-2005,10,21.7,4.4,13.5
42.4727,-92.4177,01-05-2005,50,15,8.3,11.8
42.4727,-92.4177,01-07-2005,5,32.8,19.4,25.2
42.4727,-92.4177,01-07-2005,10,29.4,20,24.2
42.4727,-92.4177,01-07-2005,50,23.3,20.6,21.6
42.4727,-92.4177,01-08-2005,5,30,17.2,23
42.4727,-92.4177,01-08-2005,10,26.7,18.3,22.3
42.4727,-92.4177,01-08-2005,50,22.2,20,20.9
42.4727,-92.4177,01-09-2005,5,27.2,11.7,20.2
42.4727,-92.4177,01-09-2005,10,24.4,13.3,19.7
42.4727,-92.4177,01-09-2005,50,20.6,16.1,19.1
42.4727,-92.4177,01-10-2005,5,23.3,5.6,13.4
42.4727,-92.4177,01-10-2005,10,21.7,7.2,13.3
42.4727,-92.4177,01-10-2005,50,18.3,11.1,14.5
42.5951,-92.5526,01-07-2004,5,32.2,16.1,23.6
42.5951,-92.5526,01-07-2004,10,29.4,16.7,22.7
42.5951,-92.5526,01-07-2004,50,21.1,17.8,19.7
42.5951,-92.5526,01-08-2004,5,30,13.3,22
42.5951,-92.5526,01-08-2004,10,27.2,15,21.2
42.5951,-92.5526,01-08-2004,50,21.1,17.8,19.2
42.5951,-92.5526,01-09-2004,5,28.3,11.1,20.2
42.5951,-92.5526,01-09-2004,10,26.1,12.2,19.8
42.5951,-92.5526,01-09-2004,50,20,16.7,18.6
42.5951,-92.5526,01-10-2004,5,20.6,5,12.2
42.5951,-92.5526,01-10-2004,10,19.4,6.1,12.2
42.5951,-92.5526,01-10-2004,50,16.1,11.7,13.5
42.5951,-92.5526,01-11-2004,5,13.9,1.1,6.8
42.5951,-92.5526,01-11-2004,10,12.8,1.7,7
42.5951,-92.5526,01-11-2004,50,12.8,6.1,9.6
42.5951,-92.5526,01-12-2004,5,6.7,-3.9,0.7
42.5951,-92.5526,01-12-2004,10,6.1,-2.8,0.9
42.5951,-92.5526,01-12-2004,50,6.7,2.2,4.4
42.5951,-92.5526,01-03-2005,5,16.1,-1.1,3.7
42.5951,-92.5526,01-03-2005,10,13.9,0,3.4
42.5951,-92.5526,01-03-2005,50,7.8,2.2,3.5
42.5951,-92.5526,01-04-2005,5,22.8,2.2,12.9
42.5951,-92.5526,01-04-2005,10,20,3.3,12.4
42.5951,-92.5526,01-04-2005,50,12.8,6.7,10.3
42.5951,-92.5526,01-05-2005,5,25.6,2.8,14.9
42.5951,-92.5526,01-05-2005,10,22.8,3.9,14.2
42.5951,-92.5526,01-05-2005,50,15,8.3,12.2
42.5951,-92.5526,01-06-2005,5,31.7,13.9,22.7
42.5951,-92.5526,01-06-2005,10,28.3,14.4,21.6
42.5951,-92.5526,01-06-2005,50,21.1,14.4,17.7
42.5951,-92.5526,01-07-2005,5,35,18.3,25.8
42.5951,-92.5526,01-07-2005,10,31.7,19.4,24.7
42.5951,-92.5526,01-07-2005,50,23.3,19.4,21.2
42.5951,-92.5526,01-08-2005,5,32.2,16.1,23.7
42.5951,-92.5526,01-08-2005,10,29.4,17.8,22.9
42.5951,-92.5526,01-08-2005,50,22.2,19.4,20.7
42.5951,-92.5526,01-09-2005,5,27.8,8.9,20.1
42.5951,-92.5526,01-09-2005,10,26.1,10.6,19.6
42.5951,-92.5526,01-09-2005,50,20,15.6,18.7
38.1576,-79.0813,01-02-2008,10,10.1,-3.4,5.6
40.957,-74.451,01-11-2008,10,14.4,-1.9,8.1
40.957,-74.451,01-12-2008,10,8.4,1.4,4.7
40.957,-74.451,01-01-2009,10,3.4,-0.1,1.2
40.957,-74.451,01-02-2009,10,6.1,-0.2,1.5
40.957,-74.451,01-03-2009,10,23.7,-1.9,5.4
33.80949,-84.20433,01-08-2003,10,31.6,25.9,29
33.80949,-84.20433,01-09-2003,10,30.6,18.4,25.4
33.80949,-84.20433,01-10-2003,10,23.8,14.6,19.7
33.80949,-84.20433,01-11-2003,10,22.1,8.3,16.3
33.80949,-84.20433,01-01-2004,10,13.5,2.2,7
33.80949,-84.20433,01-02-2004,10,12.6,2.7,7.1
33.80949,-84.20433,01-03-2004,10,21,5.3,14.4
33.80949,-84.20433,01-04-2004,10,24.9,11.1,19
33.80949,-84.20433,01-08-2004,10,33.9,20.1,28.1
33.80949,-84.20433,01-09-2004,10,31.6,19.3,24.9
33.80949,-84.20433,01-11-2004,10,23.5,9.7,15.7
33.80949,-84.20433,01-01-2005,10,14.7,2.2,9.2
33.80949,-84.20433,01-02-2005,10,16.4,3.3,9.5
33.80949,-84.20433,01-03-2005,10,20.1,4.6,11.9
33.80949,-84.20433,01-04-2005,10,23.2,13.2,18.3
33.80949,-84.20433,01-05-2005,10,27,15.2,21.7
44.8817,-69.4458,01-06-2001,5,28.7,15.6,21.9
44.8817,-69.4458,01-06-2001,50,19,14.1,16.9
44.8817,-69.4458,01-07-2001,5,27.5,16.4,21.5
44.8817,-69.4458,01-07-2001,10,25.6,17.5,21.1
44.8817,-69.4458,01-07-2001,50,19.8,17.5,18.4
44.8817,-69.4458,01-08-2001,5,29.1,15.2,22.9
44.8817,-69.4458,01-08-2001,10,27.1,16.4,22.2
44.8817,-69.4458,01-08-2001,50,20.6,18.7,19.6
44.8817,-69.4458,01-09-2001,5,26.7,8.2,18.2
44.8817,-69.4458,01-09-2001,10,24.8,10.2,18.1
44.8817,-69.4458,01-09-2001,50,19,15.2,17.6
44.8817,-69.4458,01-10-2001,5,19.4,2,11.2
44.8817,-69.4458,01-10-2001,10,18.3,3.3,11.3
44.8817,-69.4458,01-10-2001,50,15.2,9.8,13.1
44.8817,-69.4458,01-11-2001,5,13.3,0.7,4.8
44.8817,-69.4458,01-11-2001,10,12.2,1.6,5
44.8817,-69.4458,01-11-2001,50,10.2,5.8,8
32.5834,-95.2064,01-02-2012,10,22.7,15.7,19.7
32.5834,-95.2064,01-10-2012,10,33.5,23.8,27.5
32.5834,-95.2064,01-09-2013,10,40.2,31.4,35.9
32.5834,-95.2064,01-11-2013,10,35.1,13.6,21.1
38.8653,-99.29625,01-03-2016,10,11.2,2.4,6.4
38.8653,-99.29625,01-04-2016,10,15.5,5.6,10.8
38.8695,-99.296,01-03-2005,10,21.1,12.4,17
38.8695,-99.296,01-04-2005,10,31.7,16.3,23.4
38.8695,-99.296,01-05-2005,10,32.9,19.2,27.4
38.8695,-99.296,01-08-2005,10,40.2,31.2,35.8
38.8695,-99.296,01-01-2006,10,16.8,11.7,14.1
38.8695,-99.296,01-03-2006,10,22.8,13,17.9
38.8695,-99.296,01-04-2006,10,31.3,18.7,24.6
38.8695,-99.296,01-10-2006,10,32.2,17.8,23.9
38.8695,-99.296,01-12-2006,10,17.5,6,13.7
38.8695,-99.296,01-03-2007,10,39.5,13.3,22.4
38.8695,-99.296,01-05-2007,10,34.3,26.7,29.7
38.8695,-99.296,01-06-2007,10,39.9,27.3,34.5
38.8695,-99.296,01-07-2007,10,38.8,30.7,35.4
38.9376,-77.0447,01-05-2014,5,19.7,12.3,16
38.9376,-77.0447,01-05-2014,10,19.1,12.4,15.6
38.9376,-77.0447,01-05-2014,50,16.1,11.7,14.1
38.9376,-77.0447,01-06-2014,5,23,11.6,19.7
38.9376,-77.0447,01-06-2014,10,22.2,11.1,19.2
38.9376,-77.0447,01-06-2014,50,19,9.5,17.3
38.9376,-77.0447,01-07-2014,5,24.4,18.1,21.6
38.9376,-77.0447,01-07-2014,10,23.4,18.3,21.1
38.9376,-77.0447,01-07-2014,50,20.2,18.8,19.6
38.9376,-77.0447,01-08-2014,5,22.9,18.7,20.9
38.9376,-77.0447,01-08-2014,10,21.9,18.8,20.4
38.9376,-77.0447,01-08-2014,50,19.9,19.2,19.6
38.9376,-77.0447,01-09-2014,5,25.4,15.6,19.8
38.9376,-77.0447,01-09-2014,10,24.1,15.9,19.4
38.9376,-77.0447,01-09-2014,50,21.2,17.8,19.3
