latitude,longitude,measured_on,depth level (cm),maximum temp (deg C),minimum temp (deg C),average temp (deg C)
41.6065,-93.6956,01-01-2014,50,-0.6,-5,-1.5
41.6065,-93.6956,01-02-2014,5,0,-6.7,-2.9
41.6065,-93.6956,01-02-2014,10,-0.6,-2.8,-1.5
41.6065,-93.6956,01-02-2014,50,-0.6,-3.3,-1.7
41.6065,-93.6956,01-03-2014,5,13.3,-4.4,1.8
41.6065,-93.6956,01-03-2014,10,2.8,-1.7,-0.2
41.6065,-93.6956,01-03-2014,50,3.9,-2.2,0.4
41.6065,-93.6956,01-04-2014,5,25.6,0,11.4
41.6065,-93.6956,01-04-2014,10,13.9,3.3,8.7
41.6065,-93.6956,01-04-2014,50,15,3.9,9.6
41.6065,-93.6956,01-05-2014,5,30.6,6.1,17.7
41.6065,-93.6956,01-05-2014,10,18.9,8.9,13.8
41.6065,-93.6956,01-05-2014,50,20,9.4,14.6
41.6065,-93.6956,01-06-2014,5,34.4,15,23.7
41.6065,-93.6956,01-06-2014,10,23.3,18.3,20.4
41.6065,-93.6956,01-06-2014,50,23.9,18.3,21
41.6065,-93.6956,01-07-2014,5,36.7,16.1,25.4
41.6065,-93.6956,01-07-2014,10,26.1,18.9,22.5
41.6065,-93.6956,01-07-2014,50,26.7,19.4,22.8
41.6065,-93.6956,01-08-2014,5,37.8,15.6,25.5
41.6065,-93.6956,01-08-2014,10,25.6,20,22.8
41.6065,-93.6956,01-08-2014,50,26.1,20.6,23.1
41.6065,-93.6956,01-09-2014,5,34.4,8.3,20.3
41.6065,-93.6956,01-09-2014,10,24.4,14.4,19.2
41.6065,-93.6956,01-09-2014,50,25.6,13.9,19.3
41.6065,-93.6956,01-10-2014,5,26.7,3.9,12.3
41.6065,-93.6956,01-10-2014,10,18.9,9.4,12.9
41.6065,-93.6956,01-10-2014,50,16.1,8.9,12.2
41.6065,-93.6956,01-11-2014,5,12.2,-1.7,3.1
41.6065,-93.6956,01-11-2014,10,10.6,-2.2,5.2
41.6065,-93.6956,01-11-2014,50,11.1,2.2,5.3
41.6065,-93.6956,01-12-2014,5,9.4,-7.2,0.9
41.6065,-93.6956,01-12-2014,10,7.2,-1.7,1.7
41.6065,-93.6956,01-12-2014,50,8.3,0,3.2
41.6065,-93.6956,01-01-2015,5,4.4,-24.4,-3
41.6065,-93.6956,01-01-2015,10,1.1,-5.6,-0.6
41.6065,-93.6956,01-01-2015,50,2.2,-1.1,0.2
41.6065,-93.6956,01-02-2015,5,0,-6.1,-1.5
41.6065,-93.6956,01-02-2015,10,1.1,-0.6,0.5
41.6065,-93.6956,01-02-2015,50,1.7,-2.2,0.6
41.6065,-93.6956,01-03-2015,5,18.3,-5,4.6
41.6065,-93.6956,01-03-2015,10,8.9,-1.1,2.8
41.6065,-93.6956,01-03-2015,50,10.6,-2.2,3.4
41.6065,-93.6956,01-05-2015,5,28.3,7.8,18.3
41.6065,-93.6956,01-05-2015,10,20,12.2,16.1
41.6065,-93.6956,01-05-2015,50,21.1,1,16.3
41.6065,-93.6956,01-10-2015,5,23.3,3.9,14.2
41.6065,-93.6956,01-10-2015,10,17.8,8.3,14
41.6065,-93.6956,01-10-2015,50,18.9,8.9,14.6
41.6065,-93.6956,01-11-2015,5,17.8,0,6.1
41.6065,-93.6956,01-11-2015,10,13.9,3.3,7.2
41.6065,-93.6956,01-11-2015,50,15,4.4,7.9
41.6065,-93.6956,01-12-2015,5,10.6,-1.7,2.5
41.6065,-93.6956,01-12-2015,10,7.2,1.7,3.6
41.6065,-93.6956,01-12-2015,50,8.3,2.8,4.7
41.6065,-93.6956,01-01-2016,5,0,-7.8,-1.9
41.6065,-93.6956,01-01-2016,10,1.7,-2.2,0
41.6065,-93.6956,01-01-2016,50,2.8,-3.3,0.5
41.6065,-93.6956,01-02-2016,5,11.7,-3.9,0.4
41.6065,-93.6956,01-02-2016,10,4.4,-5.6,-0.1
41.6065,-93.6956,01-02-2016,50,6.7,-1.1,1.1
38.9376,-77.0447,01-03-2002,10,15.2,1.8,8.2
38.9376,-77.0447,01-04-2002,10,22.3,4.8,13.7
38.9376,-77.0447,01-05-2002,10,20.2,10.2,15.2
38.9376,-77.0447,01-12-2000,5,9.4,-1.5,2.2
38.9376,-77.0447,01-12-2000,10,8.2,-1,2.6
38.9376,-77.0447,01-12-2000,50,8.2,-1,5.9
38.9376,-77.0447,01-03-2001,5,11,1.6,6.1
38.9376,-77.0447,01-03-2001,10,12.6,2.5,6.1
38.9376,-77.0447,01-03-2001,50,7.4,5.4,6.3
38.9376,-77.0447,01-04-2001,5,21,5,12.6
38.9376,-77.0447,01-04-2001,10,19,5.8,12.1
38.9376,-77.0447,01-04-2001,50,13.3,7,10.5
38.9376,-77.0447,01-05-2001,5,19.8,11.8,15.4
38.9376,-77.0447,01-05-2001,10,18.7,10.2,15.3
38.9376,-77.0447,01-05-2001,50,14.9,11.8,13.7
38.9376,-77.0447,01-06-2001,5,24,12.9,19.5
38.9376,-77.0447,01-06-2001,10,23.2,13.3,19.2
38.9376,-77.0447,01-06-2001,50,19.4,14.1,16.9
38.9376,-77.0447,01-07-2001,5,24.4,16.4,20.4
38.9376,-77.0447,01-07-2001,10,23.2,17.1,20.2
38.9376,-77.0447,01-07-2001,50,19.8,17.9,18.8
38.9376,-77.0447,01-08-2001,5,26.7,18.7,22.3
38.9376,-77.0447,01-08-2001,10,25.2,19,22
38.9376,-77.0447,01-08-2001,50,21.7,18.7,20.3
38.9376,-77.0447,01-09-2001,5,23.6,12.2,18.3
38.9376,-77.0447,01-09-2001,10,22.9,11.8,18.6
38.9376,-77.0447,01-09-2001,50,21,16.4,18.9
38.9376,-77.0447,01-10-2001,5,18.7,8.6,13.8
38.9376,-77.0447,01-10-2001,10,18.3,9.8,14.2
38.9376,-77.0447,01-10-2001,50,17.1,13.7,15.4
38.9376,-77.0447,01-11-2001,5,16.8,4.6,11.7
38.9376,-77.0447,01-11-2001,10,19,6.2,12.2
38.9376,-77.0447,01-11-2001,50,18.3,11.4,13.2
38.9376,-77.0447,01-12-2001,5,29.9,0.3,12.4
38.9376,-77.0447,01-12-2001,10,16.8,1.6,8.7
38.9376,-77.0447,01-12-2001,50,14.1,7,10.9
38.9376,-77.0447,01-01-2002,5,15.2,-0.2,4.8
38.9376,-77.0447,01-01-2002,10,13.7,0.3,4.3
38.9376,-77.0447,01-01-2002,50,9.4,5,6.4
38.9376,-77.0447,01-02-2002,5,14.5,0.7,6
38.9376,-77.0447,01-02-2002,50,9.8,6.2,7.4
38.9376,-77.0447,01-03-2002,5,17.9,1.2,8.5
38.9376,-77.0447,01-03-2002,10,15.6,2.5,8.7
38.9376,-77.0447,01-03-2002,50,10.6,6.2,8.4
38.9376,-77.0447,01-05-2002,5,21.7,9.4,16.1
38.9376,-77.0447,01-05-2002,10,21.3,11,16.3
38.9376,-77.0447,01-05-2002,50,17.1,12.6,14.4
38.9376,-77.0447,01-06-2002,5,26,16.8,21
38.9376,-77.0447,01-06-2002,10,24.8,17.5,20.9
38.9376,-77.0447,01-06-2002,50,20.2,17.1,18.2
38.9376,-77.0447,01-07-2002,5,28.3,18.7,23.5
38.9376,-77.0447,01-07-2002,10,27.1,19.8,23.5
38.9376,-77.0447,01-07-2002,50,21.7,19.4,20.7
38.9376,-77.0447,01-08-2002,5,29.5,17.1,24.3
38.9376,-77.0447,01-08-2002,10,27.9,18.7,24.4
38.9376,-77.0447,01-09-2002,5,24.4,15.6,20.1
38.9376,-77.0447,01-09-2002,10,24,17.5,20.7
38.9376,-77.0447,01-10-2002,5,23.2,6.6,14.6
38.9376,-77.0447,01-10-2002,10,23.6,8.6,15.7
38.9376,-77.0447,01-11-2002,5,16.4,4.2,8.4
38.9376,-77.0447,01-11-2002,10,16.4,6.2,9.7
38.9376,-77.0447,01-12-2002,5,9.8,0.7,4
38.9376,-77.0447,01-12-2002,10,9.8,2,5.1
38.9376,-77.0447,01-12-2002,50,9.4,5.8,7.5
38.9376,-77.0447,01-02-2003,5,5,0.3,0.5
38.9376,-77.0447,01-02-2003,10,3.7,0.7,1
38.9376,-77.0447,01-02-2003,50,3.3,2.9,3.2
38.9376,-77.0447,01-03-2003,5,18.3,-0.2,7.3
38.9376,-77.0447,01-03-2003,10,16.4,0.7,7.3
38.9376,-77.0447,01-03-2003,50,10.6,2.9,6.3
38.9376,-77.0447,01-04-2003,5,19.4,3.3,11.6
38.9376,-77.0447,01-04-2003,10,17.9,5.4,11.7
38.9376,-77.0447,01-04-2003,50,13.3,7.8,10.1
38.9376,-77.0447,01-05-2003,5,19.8,10.2,14.8
38.9376,-77.0447,01-05-2003,10,19,11.4,15
38.9376,-77.0447,01-05-2003,50,14.5,12.2,13.2
38.9376,-77.0447,01-06-2003,5,24.4,12.9,18.8
38.9376,-77.0447,01-06-2003,10,23.6,14.1,18.9
38.9376,-77.0447,01-06-2003,50,18.7,13.7,16.2
38.9376,-77.0447,01-07-2003,5,25.6,19.4,22.3
38.9376,-77.0447,01-07-2003,10,24.8,20.2,22.3
38.9376,-77.0447,01-07-2003,50,20.6,18.7,19.8
38.9376,-77.0447,01-08-2003,5,26.3,19,23.1
38.9376,-77.0447,01-08-2003,10,25.6,20.2,23.2
38.9376,-77.0447,01-08-2003,50,21.7,19.8,21
38.9376,-77.0447,01-09-2003,5,24,13.7,19.8
38.9376,-77.0447,01-09-2003,10,23.6,14.9,20
38.9376,-77.0447,01-09-2003,50,21.3,17.9,19.5
38.9376,-77.0447,01-10-2003,5,17.9,9,13.6
38.9376,-77.0447,01-10-2003,10,17.5,10.2,14.2
38.9376,-77.0447,01-11-2003,5,19.4,7.8,12.8
38.9376,-77.0447,01-11-2003,10,18.3,9.4,13.3
38.9376,-77.0447,01-12-2003,5,10.6,0.7,4
38.9376,-77.0447,01-12-2003,10,10.2,2.5,5
38.9376,-77.0447,01-01-2004,5,13.3,-2,1.4
38.9376,-77.0447,01-01-2004,10,12.2,0.3,2.5
38.9376,-77.0447,01-02-2004,5,8.6,-0.6,2
38.9376,-77.0447,01-02-2004,10,7.8,0.7,2.7
38.9376,-77.0447,01-03-2004,5,16.4,2,8.1
38.9376,-77.0447,01-03-2004,10,14.9,3.7,8.1
38.9376,-77.0447,01-06-2002,5,37.1,12.4,24.5
38.9376,-77.0447,01-06-2002,10,24.4,17.2,20.4
38.9376,-77.0447,01-06-2002,50,23.3,17.2,19.9
38.9376,-77.0447,01-07-2002,5,37.9,13.3,27.2
38.9376,-77.0447,01-07-2002,10,26.1,18.9,22.9
38.9376,-77.0447,01-07-2002,50,25,19.4,22.3
38.9376,-77.0447,01-08-2002,5,38.7,14.2,26.9
38.9376,-77.0447,01-08-2002,10,26.7,18.3,23.4
38.9376,-77.0447,01-08-2002,50,25.6,18.3,23
38.9376,-77.0447,01-09-2002,5,33.8,10.2,22.5
38.9376,-77.0447,01-09-2002,10,23.3,17.2,20.4
38.9376,-77.0447,01-09-2002,50,22.2,17.2,20
38.9376,-77.0447,01-10-2002,10,22.2,10.6,15.3
38.9376,-77.0447,01-10-2002,50,21.7,11.1,15.3
38.9376,-77.0447,01-11-2002,5,21.9,-2.5,8.6
38.9376,-77.0447,01-12-2002,5,15.3,-8.3,3.1
38.9376,-77.0447,01-01-2003,5,16.7,-12.6,-0.2
38.9376,-77.0447,01-02-2003,5,11.3,-10,1
38.9376,-77.0447,01-02-2003,10,5,0,1.2
38.9376,-77.0447,01-02-2003,50,4.4,0,1.3
38.9376,-77.0447,01-03-2003,5,23.7,-7.9,7.5
38.9376,-77.0447,01-03-2003,10,16.1,0.6,7.2
38.9376,-77.0447,01-03-2003,50,15,0.6,6.7
38.9376,-77.0447,01-04-2003,10,17.2,4.4,10.9
38.9376,-77.0447,01-04-2003,50,16.7,4.4,10.6
38.9376,-77.0447,01-05-2003,5,28.8,5.6,16.3
38.9376,-77.0447,01-05-2003,10,18.9,10.6,14.6
38.9376,-77.0447,01-05-2003,50,17.8,11.1,14.2
38.9376,-77.0447,01-06-2003,10,22.8,13.3,18.5
38.9376,-77.0447,01-06-2003,50,22.2,13.3,18.1
38.9376,-77.0447,01-07-2003,10,23.9,20,21.9
38.9376,-77.0447,01-07-2003,50,23.3,19.4,21.5
38.9376,-77.0447,01-08-2003,10,25,19.4,22.6
38.9376,-77.0447,01-08-2003,50,24.4,19.4,22.2
38.9376,-77.0447,01-09-2003,5,31.7,7.5,21.2
38.9376,-77.0447,01-10-2003,5,26.6,0.8,14
38.9376,-77.0447,01-10-2003,10,17.2,9.4,13.6
38.9376,-77.0447,01-10-2003,50,16.7,10.6,13.7
38.9376,-77.0447,01-11-2003,5,28.2,-3.7,12.2
38.9376,-77.0447,01-11-2003,10,19.4,6.1,11.8
38.9376,-77.0447,01-11-2003,50,17.8,6.7,11.8
38.9376,-77.0447,01-12-2003,5,16.7,-3.5,4
38.9376,-77.0447,01-12-2003,10,9.4,1.7,4.4
38.9376,-77.0447,01-12-2003,50,8.9,2.2,4.5
38.9376,-77.0447,01-01-2004,5,11.1,-14.4,-2.4
38.9376,-77.0447,01-01-2004,10,6.1,-0.6,0.6
38.9376,-77.0447,01-01-2004,50,5.6,0,1
38.9376,-77.0447,01-03-2004,5,26.2,-3.5,9.7
38.9376,-77.0447,01-03-2004,10,14.4,2.8,8
38.9376,-77.0447,01-03-2004,50,13.3,3.3,7.6
38.9376,-77.0447,01-06-2004,5,35.3,11.8,23.3
38.9376,-77.0447,01-06-2004,10,23.9,15.6,19.6
38.9376,-77.0447,01-06-2004,50,22.8,15.6,19
38.9376,-77.0447,01-07-2004,5,34.9,17.3,25.8
38.9376,-77.0447,01-08-2004,5,34.7,12.5,24.8
38.9376,-77.0447,01-08-2004,10,25.6,17.2,21.7
38.9376,-77.0447,01-08-2004,50,23.9,17.8,21.3
38.9376,-77.0447,01-09-2004,5,32.5,8.2,21.9
38.9376,-77.0447,01-09-2004,10,23.3,15,19.9
38.9376,-77.0447,01-09-2004,50,22.8,15.6,19.7
38.9376,-77.0447,01-10-2004,5,26.9,2.2,14.7
38.9376,-77.0447,01-10-2004,10,19.4,10.6,14.3
38.9376,-77.0447,01-10-2004,50,19.4,11.1,14.4
38.9376,-77.0447,01-11-2004,5,26.7,-1.9,11.3
38.9376,-77.0447,01-11-2004,10,17.2,7.8,11.5
38.9376,-77.0447,01-11-2004,50,16.1,8.3,11.5
38.9376,-77.0447,01-12-2004,5,18.1,-7.8,5.4
38.9376,-77.0447,01-12-2004,10,12.8,-0.6,5.1
38.9376,-77.0447,01-12-2004,50,11.1,1.7,5.6
38.9376,-77.0447,01-02-2005,5,18.7,-7.3,4.9
38.9376,-77.0447,01-02-2005,10,11.1,0,3.8
38.9376,-77.0447,01-02-2005,50,8.3,1.1,3.6
38.9376,-77.0447,01-03-2005,5,21.6,-6.9,5.2
38.9376,-77.0447,01-03-2005,10,12.2,0.6,5.4
38.9376,-77.0447,01-03-2005,50,9.4,1.1,4.9
38.9376,-77.0447,01-05-2005,5,31,2.5,16.6
38.9376,-77.0447,01-05-2005,10,19.4,8.3,14.1
38.9376,-77.0447,01-05-2005,50,16.7,9.4,13.4
38.9376,-77.0447,01-06-2005,5,34.3,11.4,23.1
38.9376,-77.0447,01-06-2005,10,24.4,15,20
38.9376,-77.0447,01-06-2005,50,22.8,15,18.4
38.9376,-77.0447,01-09-2005,5,31.1,7.8,22.5
38.9376,-77.0447,01-09-2005,10,25,15,21.5
38.9376,-77.0447,01-09-2005,50,23.9,16.7,21
38.9376,-77.0447,01-02-2006,5,20,-10.6,4.7
38.9376,-77.0447,01-02-2006,10,12.8,0.6,4.9
38.9376,-77.0447,01-02-2006,50,10.6,1.7,4.6
38.9376,-77.0447,01-03-2006,5,30,-2.8,9.4
38.9376,-77.0447,01-03-2006,10,18.9,1.1,8.8
38.9376,-77.0447,01-03-2006,50,15.6,2.2,7.8
38.9376,-77.0447,01-04-2006,5,29.4,0,15.3
38.9376,-77.0447,01-04-2006,10,20.6,5.6,14
38.9376,-77.0447,01-04-2006,50,17.8,7.2,13.1
38.9376,-77.0447,01-05-2006,5,32.8,6.1,17.8
38.9376,-77.0447,01-05-2006,10,22.2,11.1,15.5
38.9376,-77.0447,01-05-2006,50,20.6,11.1,14.7
38.9376,-77.0447,01-06-2006,5,32.2,11.1,22.3
38.9376,-77.0447,01-06-2006,10,23.3,15,19.7
38.9376,-77.0447,01-06-2006,50,22.2,15.6,19
38.9376,-77.0447,01-11-2006,5,25,-1.1,10.6
38.9376,-77.0447,01-11-2006,10,17.2,5.6,10.9
38.9376,-77.0447,01-11-2006,50,15.6,6.7,10.8
38.9376,-77.0447,01-12-2006,5,23.3,-1.7,9
38.9376,-77.0447,01-12-2006,10,16.1,4.4,8.3
38.9376,-77.0447,01-12-2006,50,15.6,4.4,8.2
35.0024,-78.5454,01-03-2011,10,25.9,8.7,17
35.0024,-78.5454,01-04-2011,10,30.2,10.4,22.1
35.0024,-78.5454,01-05-2011,10,36.2,20,27.6
35.0024,-78.5454,01-06-2011,10,38.3,25.4,32.7
35.0024,-78.5454,01-08-2011,10,41,25.5,33.1
35.0024,-78.5454,01-09-2011,10,34.7,22.2,28.7
35.0024,-78.5454,01-10-2011,10,31.8,11.7,23.1
35.0024,-78.5454,01-11-2011,10,21.4,9.2,15.2
35.0024,-78.5454,01-02-2012,10,19.1,4.4,12.8
35.0024,-78.5454,01-03-2012,10,28.7,8.2,19.8
35.0024,-78.5454,01-08-2012,10,35.8,23.9,30.8
35.0024,-78.5454,01-09-2012,10,34.3,22.5,28.2
35.0024,-78.5454,01-10-2012,10,51.2,14.2,23.2
35.0024,-78.5454,01-01-2013,10,18.5,4.2,10.9
35.0024,-78.5454,01-02-2013,10,17.1,4.6,10.7
35.0024,-78.5454,01-03-2013,10,19.9,5.9,12.6
35.0024,-78.5454,01-04-2013,10,27.2,11.6,20.7
35.0024,-78.5454,01-05-2013,10,32.8,15.9,25.2
35.0024,-78.5454,01-06-2013,10,35,24.8,29.3
35.0024,-78.5454,01-07-2013,10,36,27.2,31
38.55656,-99.33538,01-09-2008,10,26.4,7.2,19.9
38.55656,-99.33538,01-02-2012,10,9.6,2.1,4.4
38.55656,-99.33538,01-03-2013,10,26.3,2.2,9.4
38.55656,-99.33538,01-09-2013,10,42,17.6,30.1
38.55656,-99.33538,01-10-2013,10,29.8,8.7,17.6
38.55656,-99.33538,01-11-2013,10,16.3,1.4,8.8
38.55656,-99.33538,01-01-2014,10,10.1,-4.6,2.5
38.55728,-99.33647,01-11-2006,10,12,4.2,7.8
38.55728,-99.33647,01-12-2006,10,5.7,1.5,3.3
38.55728,-99.33647,01-01-2007,10,1.7,-0.8,0.2
38.55728,-99.33647,01-03-2007,10,13.3,1,7.5
38.55728,-99.33647,01-04-2007,10,16,3.6,9.9
38.55728,-99.33647,01-05-2007,10,20.3,13,17.2
38.55728,-99.33647,01-09-2007,10,23.7,18.6,20.6
38.55728,-99.33647,01-10-2007,10,19.9,11.9,15.6
38.55728,-99.33647,01-11-2007,10,12.2,-10.4,7.4
38.55728,-99.33647,01-01-2008,10,1.7,-0.4,0.5
38.55728,-99.33647,01-02-2008,10,4.5,0.2,1.3
38.55728,-99.33647,01-04-2008,10,14.4,5.9,9.2
38.55728,-99.33647,01-09-2009,10,23.4,17,20.6
38.55728,-99.33647,01-09-2012,10,24.5,12.6,17.2
38.55728,-99.33647,01-11-2013,10,14.5,-12.9,6.5
31.8047,-106.3276,01-11-2010,10,26.9,6.6,17.5
31.8047,-106.3276,01-01-2011,10,18.2,3,10.7
31.7989,-106.3278,01-11-2010,10,27,7.6,17.8
31.7989,-106.3278,01-01-2011,10,18.5,4,11
30.53,-87.9,01-11-2012,10,28.1,19.5,23.3
30.53,-87.9,01-01-2013,10,24.3,15,19.9
30.53,-87.9,01-03-2013,10,25.7,17.8,21.4
30.53,-87.9,01-04-2013,10,30.5,22.6,26.4
30.53,-87.9,01-10-2013,10,33.9,25.8,30.1
30.53,-87.9,01-11-2013,10,29.4,17,24.5
30.53,-87.9,01-12-2013,10,27,18.1,21.5
30.53,-87.9,01-01-2014,10,22.6,15.3,19.5
40.1975,-85.3906,01-04-2004,10,13.9,5,9.4
40.1975,-85.3906,01-10-2003,10,20.1,10.5,14.7
59.3866,-151.34,01-04-2016,10,10.9,2.6,6.1
59.3866,-151.34,01-11-2016,10,5.9,-1.2,1.9
32.6929,-97.4063,01-04-2005,10,27.3,6.8,19.6
32.6929,-97.4063,01-09-2005,10,50,16.4,45.7
32.6929,-97.4063,01-10-2005,10,50,13.2,35.5
32.6929,-97.4063,01-11-2005,10,44.1,5.6,35.2
32.6929,-97.4063,01-04-2006,10,50,33.8,44.6
43.1758,-86.1271,01-11-2003,10,9.3,-1.7,2.8
43.1758,-86.1271,01-01-2004,10,2.1,-3.2,-2.3
43.1758,-86.1271,01-02-2004,10,-2.1,-2.6,-2.4
43.1758,-86.1271,01-03-2004,10,13.9,-2.8,1.6
43.1758,-86.1271,01-04-2004,10,18.8,-0.3,8.6
43.1758,-86.1271,01-05-2004,10,23,4.6,14.8
43.1758,-86.1271,01-06-2004,10,30.8,11.9,21.4
43.1758,-86.1271,01-07-2004,10,31.2,15.5,23.2
43.1758,-86.1271,01-08-2004,10,29.8,14.1,21.7
43.1758,-86.1271,01-09-2004,10,26.2,10,19.6
43.1758,-86.1271,01-10-2004,10,19.6,4.7,10
43.1758,-86.1271,01-01-2005,10,1.8,-3.4,-2.4
43.1758,-86.1271,01-05-2005,10,22.9,4.3,14.3
41.331739,-72.948928,01-10-2010,10,27.5,5.3,15.6
42.5587,-92.2902,01-05-2004,5,29.4,6.1,17.8
42.5587,-92.2902,01-05-2004,10,25,8.3,16.6
42.5587,-92.2902,01-05-2004,50,15.6,11.7,13.8
42.5587,-92.2902,01-06-2004,5,35,12.2,23.4
42.5587,-92.2902,01-06-2004,10,30.6,13.9,22.1
42.5587,-92.2902,01-06-2004,50,20.6,15,18.3
42.5587,-92.2902,01-07-2004,5,32.8,15,23.6
42.5587,-92.2902,01-07-2004,10,28.3,16.1,22.3
42.5587,-92.2902,01-07-2004,50,20.6,18.3,19.5
42.5587,-92.2902,01-08-2004,5,28.9,12.8,20.9
42.5587,-92.2902,01-08-2004,10,25,13.9,19.8
42.5587,-92.2902,01-08-2004,50,20,16.7,18.4
42.5587,-92.2902,01-09-2004,5,27.8,10.6,20.7
42.5587,-92.2902,01-09-2004,10,24.4,12.2,19.4
42.5587,-92.2902,01-09-2004,50,19.4,16.7,18.2
42.5587,-92.2902,01-11-2004,5,15.6,0,5.6
42.5587,-92.2902,01-11-2004,10,13.3,0.6,5.4
42.5587,-92.2902,01-11-2004,50,11.1,5.6,8.5
42.5587,-92.2902,01-12-2004,5,6.1,-7.8,-0.5
42.5587,-92.2902,01-12-2004,10,5,-6.1,-0.2
42.5587,-92.2902,01-12-2004,50,5.6,1.7,3.9
42.5587,-92.2902,01-01-2005,5,0.6,-5,-1.7
42.5587,-92.2902,01-01-2005,10,-0.6,-3.9,-1.6
42.5587,-92.2902,01-01-2005,50,1.7,1.1,1.5
42.5587,-92.2902,01-02-2005,5,2.8,-5,-0.4
42.5587,-92.2902,01-02-2005,10,0,-3.3,-0.6
42.5587,-92.2902,01-02-2005,50,1.1,1.1,1.1
42.5587,-92.2902,01-03-2005,5,15.6,-2.2,2.8
42.5587,-92.2902,01-03-2005,10,12.8,-1.1,2
42.5587,-92.2902,01-03-2005,50,5.6,1.1,2.1
42.5587,-92.2902,01-05-2005,5,31.1,1.7,15.8
42.5587,-92.2902,01-05-2005,10,26.1,3.3,14.5
42.5587,-92.2902,01-05-2005,50,14.4,7.8,11.5
42.5587,-92.2902,01-06-2005,5,36.7,15,25.1
42.5587,-92.2902,01-06-2005,10,32.8,16.1,23.8
42.5587,-92.2902,01-06-2005,50,21.7,14.4,18.4
42.5587,-92.2902,01-07-2005,5,36.1,17.8,26.9
42.5587,-92.2902,01-07-2005,10,33.9,18.9,26
42.5587,-92.2902,01-07-2005,50,24.4,20,22
42.5587,-92.2902,01-08-2005,5,29.4,17.2,22.9
42.5587,-92.2902,01-08-2005,10,27.8,17.8,22.4
42.5587,-92.2902,01-08-2005,50,22.8,19.4,21
42.5587,-92.2902,01-09-2005,5,25,9.4,19.4
42.5587,-92.2902,01-09-2005,10,23.3,10.6,18.9
42.5587,-92.2902,01-09-2005,50,20,16.1,18.9
42.5587,-92.2902,01-10-2005,5,23.9,5,12.7
42.5587,-92.2902,01-10-2005,10,22.2,6.1,12.4
42.5587,-92.2902,01-10-2005,50,18.3,11.1,14.3
42.5631,-92.2854,01-05-2004,5,31.7,5,18.3
42.5631,-92.2854,01-05-2004,10,26.7,7.8,17.2
42.5631,-92.2854,01-05-2004,50,15.6,11.7,13.4
42.5631,-92.2854,01-06-2004,5,33.9,12.2,22.9
42.5631,-92.2854,01-06-2004,10,30,13.9,22.1
42.5631,-92.2854,01-06-2004,50,19.4,14.4,17.7
42.5631,-92.2854,01-07-2004,5,29.4,14.4,22
42.5631,-92.2854,01-07-2004,10,27.2,16.1,21.6
42.5631,-92.2854,01-07-2004,50,19.4,17.8,18.7
42.5631,-92.2854,01-08-2004,5,25.6,11.7,19
42.5631,-92.2854,01-08-2004,10,23.9,13.3,18.8
42.5631,-92.2854,01-08-2004,50,18.9,16.1,17.5
42.5631,-92.2854,01-09-2004,5,23.9,9.4,18.1
42.5631,-92.2854,01-09-2004,10,22.8,11.1,18
42.5631,-92.2854,01-09-2004,50,18.3,15,17.2
42.5631,-92.2854,01-10-2004,5,18.3,1.7,10.1
42.5631,-92.2854,01-10-2004,10,16.7,3.3,10.3
42.5631,-92.2854,01-10-2004,50,15,10,12.6
42.5631,-92.2854,01-11-2004,5,15.6,-0.6,5.1
42.5631,-92.2854,01-11-2004,10,13.3,1.1,5.4
42.5631,-92.2854,01-11-2004,50,10.6,6.1,8.4
42.5631,-92.2854,01-12-2004,5,6.1,-8.3,-0.6
42.5631,-92.2854,01-12-2004,10,5.6,-6.1,0
42.5631,-92.2854,01-12-2004,50,6.1,1.7,4.1
42.5631,-92.2854,01-01-2005,5,0,-6.1,-2.4
42.5631,-92.2854,01-01-2005,10,0,-4.4,-1.7
42.5631,-92.2854,01-01-2005,50,1.7,1.1,1.4
42.5631,-92.2854,01-02-2005,5,4.4,-5.6,-0.2
42.5631,-92.2854,01-02-2005,10,0.6,-2.8,-0.2
42.5631,-92.2854,01-02-2005,50,1.7,1.1,1.2
42.5631,-92.2854,01-03-2005,5,16.7,-4.4,2.9
42.5631,-92.2854,01-03-2005,10,12.8,-2.2,2.1
42.5631,-92.2854,01-03-2005,50,5,1.1,2.1
42.5631,-92.2854,01-05-2005,5,31.7,1.1,15.6
42.5631,-92.2854,01-05-2005,10,25.6,2.8,14.3
42.5631,-92.2854,01-05-2005,50,12.8,7.2,10.5
42.5631,-92.2854,01-06-2005,5,36.1,13.9,24.6
42.5631,-92.2854,01-06-2005,10,31.7,15.6,23.1
42.5631,-92.2854,01-06-2005,50,20.6,12.8,16.8
42.5631,-92.2854,01-07-2005,5,40.6,16.1,27.5
42.5631,-92.2854,01-07-2005,10,35.6,18.3,26.2
42.5631,-92.2854,01-07-2005,50,22.8,18.9,20.7
42.5631,-92.2854,01-08-2005,5,38.3,15,25.9
42.5631,-92.2854,01-08-2005,10,33.3,17.2,24.9
42.5631,-92.2854,01-08-2005,50,22.2,19.4,20.9
42.5631,-92.2854,01-09-2005,5,33.3,5.6,21.9
42.5631,-92.2854,01-09-2005,10,29.4,8.3,21.2
42.5631,-92.2854,01-09-2005,50,20.6,15.6,19.1
42.5631,-92.2854,01-10-2005,5,29.4,2.8,13.9
42.5631,-92.2854,01-10-2005,10,26.1,5,13.3
42.5631,-92.2854,01-10-2005,50,17.8,11.1,14.1
